Misc,playerID,birthYear,birthCountry,birthCity,deathYear,deathCountry,deathCity,nameFirst,nameLast,Birthplace,geoname_id,continent_code,country_iso_code,country_name,city_name,registered_country_geoname_id,latitude,longitude
27133,holtre01,1894,United States,Dayton,1961,USA,Birmingham,Red,Holt,United States Dayton,4289629,,US,United States,Dayton,6252001,39.1114,-84.4712
27145,holtro01,1956,United States,Daytona Beach,,,,Roger,Holt,United States Daytona Beach,4152872,,US,United States,Daytona Beach,6252001,29.2012,-81.0371
27146,holtty01,1989,United States,Marion,,,,Tyler,Holt,United States Marion,4049048,,US,United States,Marion,6252001,38.0266,-75.7579
27168,holtzmi01,1972,United States,Arlington,,,,Mike,Holtz,United States Arlington,4282663,,US,United States,Arlington,6252001,36.7903,-89.0128
27179,holzema01,1969,United States,Littleton,,,,Mark,Holzemer,United States Littleton,4476724,,US,United States,Littleton,6252001,36.4169,-77.8528
27183,honanma01,1869,United States,Chicago,1908,USA,Chicago,Marty,Honan,United States Chicago,4887398,,US,United States,Chicago,6252001,41.8777,-87.6376
27184,honeyri01,1954,United States,Chattanooga,,,,Rick,Honeycutt,United States Chattanooga,4532895,,US,United States,Chattanooga,6252001,34.4262,-98.6514
27186,hoodab01,1903,United States,Sanford,1988,USA,Chesapeake,Abie,Hood,United States Sanford,4172086,,US,United States,Sanford,6252001,28.8072,-81.2502
27190,hoodde01,1990,United States,Mobile,,,,Destin,Hood,United States Mobile,4076598,,US,United States,Mobile,6252001,30.6605,-88.1618
27191,hooddo01,1949,United States,Florence,,,,Don,Hood,United States Florence,4062577,,US,United States,Florence,6252001,34.8305,-87.656
27207,hoodwa01,1895,United States,Whittier,1965,USA,Hollywood,Wally,Hood,United States Whittier,4498964,,US,United States,Whittier,6252001,35.4469,-83.2872
27210,hoodwa02,1925,United States,Los Angeles,2001,USA,Glendale,Wally,Hood,United States Los Angeles,5368361,,US,United States,Los Angeles,597427,34.0544,-118.244
27211,hookch01,1968,United States,San Diego,,,,Chris,Hook,United States San Diego,5391811,,US,United States,San Diego,6252001,32.7097,-117.1228
27212,hookebu01,1880,United States,Richmond,1929,USA,Richmond,Buck,Hooker,United States Richmond,4263681,,US,United States,Richmond,6252001,39.8335,-84.8983
27225,hookja01,1936,United States,Waukegan,,,,Jay,Hook,United States Waukegan,4915734,,US,United States,Waukegan,6252001,42.354,-87.8675
27226,hooksal01,1906,United States,Edgewood,1993,USA,Edgewood,Alex,Hooks,United States Edgewood,4290873,,US,United States,Edgewood,6252001,39.0082,-84.5977
27230,hoopebo01,1922,Canada,Leamington,1980,USA,Brunswick,Bob,Hooper,Canada Leamington,6051122,,CA,Canada,Leamington,6251999,42.0549,-82.6062
27232,hoopeke01,1976,United States,Lawrence,,,,Kevin,Hooper,United States Lawrence,4260210,,US,United States,Lawrence,6252001,39.8647,-86.0136
27239,hoopemi01,1850,United States,Baltimore,1917,USA,Baltimore,Mike,Hooper,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
27241,hootele01,1948,United States,Downey,,,,Leon,Hooten,United States Downey,5343858,,US,United States,Downey,6252001,33.9212,-118.1424
27243,hootobu01,1950,United States,Greenville,,,,Burt,Hooton,United States Greenville,4065302,,US,United States,Greenville,6252001,31.81,-86.6229
27261,hoovebu01,1863,United States,Philadelphia,1924,USA,Jersey City,Buster,Hoover,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
27265,hoovech01,1865,United States,Mound City,,,,Charlie,Hoover,United States Mound City,5056381,,US,United States,Mound City,6252001,40.1362,-95.2138
27266,hoovedi01,1925,United States,Columbus,1981,USA,Lake Placid,Dick,Hoover,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
27277,hoovejj01,1987,United States,Pittsburgh,,,,J. J.,Hoover,United States Pittsburgh,5206379,,US,United States,Pittsburgh,6252001,40.4688,-80.0872
27278,hoovejo01,1915,United States,Brawley,1965,USA,Los Angeles,Joe,Hoover,United States Brawley,5330567,,US,United States,Brawley,6252001,32.9792,-115.5296
27279,hoovejo02,1962,United States,Fresno,2014,USA,Fresno,John,Hoover,United States Fresno,4692400,,US,United States,Fresno,6252001,29.5293,-95.4626
27282,hoovepa01,1976,United States,Columbus,,,,Paul,Hoover,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
27293,hopejo01,1970,United States,Fort Lauderdale,2018,USA,Fort Lauderdale,John,Hope,United States Fort Lauderdale,4155966,,US,United States,Fort Lauderdale,6252001,26.2154,-80.271
27294,hopesa01,1878,United States,Brooklyn,1946,USA,Greenport,Sam,Hope,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
27300,hopkibu01,1883,United States,Grafton,1929,USA,Phoebus,Buck,Hopkins,United States Grafton,4239660,,US,United States,Grafton,6252001,39.0021,-90.4323
27308,hopkido01,1952,United States,West Point,,,,Don,Hopkins,United States West Point,4230259,,US,United States,West Point,6252001,32.8337,-85.1197
27314,hopkiga01,1943,United States,Tulsa,,,,Gail,Hopkins,United States Tulsa,4553433,,US,United States,Tulsa,6252001,36.1462,-95.9085
27315,hopkima01,1907,United States,Wolfe City,1963,USA,Dallas,Marty,Hopkins,United States Wolfe City,4742800,,US,United States,Wolfe City,6252001,33.3605,-96.0691
27316,hopkimi01,1872,United Kingdom,Glasgow,1952,USA,Pittsburgh,Mike,Hopkins,United Kingdom Glasgow,2648579,EU,GB,United Kingdom,Glasgow,2635167,55.8651,-4.2576
27317,hopkipa01,1904,United States,Chester,2004,USA,Middletown,Paul,Hopkins,United States Chester,4235724,,US,United States,Chester,6252001,37.9188,-89.8218
27331,hoppebi01,1891,United States,Jackson,1965,USA,Allen Park,Bill,Hopper,United States Jackson,4069458,,US,United States,Jackson,6252001,31.5131,-87.8672
27349,hoppeji01,1919,United States,Charlotte,1982,USA,Charlotte,Jim,Hopper,United States Charlotte,4460243,,US,United States,Charlotte,6252001,35.2227,-80.7938
27354,hoppele01,1875,United States,Jersey City,1959,USA,San Diego,Lefty,Hopper,United States Jersey City,5099836,,US,United States,Jersey City,6252001,40.7362,-74.0422
27355,hoppeno01,1979,United States,Shelby,,,,Norris,Hopper,United States Shelby,4089549,,US,United States,Shelby,6252001,33.0785,-86.5536
27364,hoppjo01,1916,United States,Hastings,2003,USA,Scottsbluff,Johnny,Hopp,United States Hastings,4158198,,US,United States,Hastings,6252001,29.7051,-81.4909
27370,horgajo01,1977,United States,Sacramento,,,,Joe,Horgan,United States Sacramento,4307057,,US,United States,Sacramento,6252001,37.4177,-87.2736
27372,horlejo01,1937,United States,San Antonio,,,,Joe,Horlen,United States San Antonio,4171771,,US,United States,San Antonio,6252001,28.3371,-82.2882
27374,hornebo01,1957,United States,Junction City,,,,Bob,Horner,United States Junction City,4273680,,US,United States,Junction City,6252001,39.0299,-96.8396
27378,horneja01,1863,United States,Baltimore,1910,USA,New Orleans,Jack,Horner,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
27381,hornsa01,1963,United States,Dallas,,,,Sam,Horn,United States Dallas,4190598,,US,United States,Dallas,6252001,33.8992,-84.8572
27387,hornsro01,1896,United States,Winters,1963,USA,Chicago,Rogers,Hornsby,United States Winters,4742656,,US,United States,Winters,6252001,31.962,-99.9551
27388,hornujo01,1857,United States,Carthage,1931,USA,New York,Joe,Hornung,United States Carthage,4255506,,US,United States,Carthage,6252001,39.7466,-85.5754
27396,horseha01,1889,United States,Galena,1949,USA,Millington,Hanson,Horsey,United States Galena,4271901,,US,United States,Galena,6252001,37.0632,-94.6557
27400,horsmvi01,1967,Canada,Halifax,,,,Vince,Horsman,Canada Halifax,6324729,,CA,Canada,Halifax,6252001,44.6529,-63.6195
27402,horstje01,1985,United States,Cheyenne,,,,Jeremy,Horst,United States Cheyenne,5821086,,US,United States,Cheyenne,6252001,41.1034,-104.9059
27403,horstos01,1891,United States,Alma,1977,USA,Salina,Oscar,Horstmann,United States Alma,4099296,,US,United States,Alma,6252001,35.5,-94.2073
27408,hortoel01,1869,United States,Hamilton,1920,USA,North Bay,Elmer,Horton,United States Hamilton,4065965,,US,United States,Hamilton,6252001,34.1534,-88.0085
27419,hortori01,1959,United States,Poughkeepsie,,,,Ricky,Horton,United States Poughkeepsie,5132143,,US,United States,Poughkeepsie,6252001,41.6919,-73.8642
27420,hortoto01,1944,United States,Santa Monica,,,,Tony,Horton,United States Santa Monica,5393212,,US,United States,Santa Monica,6252001,34.0271,-118.5035
27422,horwibr01,1982,United States,Santa Monica,,,,Brian,Horwitz,United States Santa Monica,5393212,,US,United States,Santa Monica,6252001,34.0271,-118.5035
27423,hoseydw01,1967,United States,Sharon,,,,Dwayne,Hosey,United States Sharon,4595491,,US,United States,Sharon,6252001,34.9084,-81.3729
27430,hoseyst01,1969,United States,Oakland,,,,Steve,Hosey,United States Oakland,4166628,,US,United States,Oakland,6252001,28.5547,-81.6322
27441,hoskida01,1925,United States,Greenwood,1970,USA,Flint,Dave,Hoskins,United States Greenwood,4113143,,US,United States,Greenwood,6252001,35.1955,-94.253
27453,hoskirh01,1993,United States,Sacramento,,,,Rhys,Hoskins,United States Sacramento,4307057,,US,United States,Sacramento,6252001,37.4177,-87.2736
27455,hosleti01,1947,United States,Spartanburg,2014,USA,Moore,Tim,Hosley,United States Spartanburg,4597200,,US,United States,Spartanburg,6252001,34.8939,-81.834
27458,hosteda01,1956,United States,Pasadena,,,,Dave,Hostetler,United States Pasadena,4364990,,US,United States,Pasadena,6252001,39.1244,-76.495
27462,hotalpe01,1856,United States,Mohawk,1928,USA,Cleveland,Pete,Hotaling,United States Mohawk,4642316,,US,United States,Mohawk,6252001,36.1869,-83.0902
27463,hottmke01,1948,United States,Stockton,2018,USA,Sacramento,Ken,Hottman,United States Stockton,4048488,,US,United States,Stockton,6252001,39.4376,-99.2871
27468,hottoto01,1981,United States,Kansas City,,,,Tommy,Hottovy,United States Kansas City,4273837,,US,United States,Kansas City,6252001,39.0661,-94.6288
27470,houckby01,1891,United States,Prosper,1969,USA,Santa Cruz,Byron,Houck,United States Prosper,4720833,,US,United States,Prosper,6252001,33.2339,-96.7981
27471,houcksa01,1856,United States,Washington,1919,USA,Washington,Sadie,Houck,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
27490,houghch01,1948,United States,Honolulu,,,,Charlie,Hough,United States Honolulu,5856195,,US,United States,Honolulu,6252001,21.3069,-157.8583
27491,houkra01,1919,United States,Lawrence,2010,USA,Winter Haven,Ralph,Houk,United States Lawrence,4260210,,US,United States,Lawrence,6252001,39.8647,-86.0136
27498,houltdj01,1979,United States,Fullerton,,,,D. J.,Houlton,United States Fullerton,5059296,,US,United States,Fullerton,6252001,46.1951,-98.3882
27501,housead01,1993,United States,Tahlequah,,,,Adrian,Houser,United States Tahlequah,4552707,,US,United States,Tahlequah,6252001,35.9077,-94.9905
27502,housebe01,1883,United States,Frackville,1952,USA,Augusta,Ben,Houser,United States Frackville,5190282,,US,United States,Frackville,6252001,40.7825,-76.2311
27503,housech01,1855,United States,Harrisburg,1908,USA,Harrisburg,Charlie,Householder,United States Harrisburg,4113951,,US,United States,Harrisburg,6252001,35.5722,-90.7038
27510,housech02,1854,United States,Philadelphia,1913,USA,Philadelphia,Charlie,Householder,United States Philadelphia,4440906,,US,United States,Philadelphia,6252001,32.7572,-89.1154
27515,houseed01,1869,United States,Pittsburgh,1924,USA,Los Angeles,Ed,Householder,United States Pittsburgh,5206379,,US,United States,Pittsburgh,6252001,40.4688,-80.0872
27516,housefr01,1859,United States,Baltimore,1894,USA,Baltimore,William,Houseman,United States Baltimore,4347778,,US,United States,Baltimore,6252001,39.287,-76.6476
27518,housefr02,1890,United States,Cabool,1923,USA,Kansas City,Fred,House,United States Cabool,4379478,,US,United States,Cabool,6252001,37.1314,-92.1144
27519,housefr03,1930,United States,Bessemer,2005,USA,Birmingham,Frank,House,United States Bessemer,4048023,,US,United States,Bessemer,6252001,33.3224,-86.9657
27521,houseja01,1984,United States,Sarasota,,,,James,Houser,United States Sarasota,4172131,,US,United States,Sarasota,6252001,27.3369,-82.5128
27522,housejo02,1891,United States,Steubenville,1953,USA,Orlando,Joe,Houser,United States Steubenville,5173048,,US,United States,Steubenville,6252001,40.3698,-80.634
27523,housejr01,1979,United States,Charleston,,,,J. R.,House,United States Charleston,4105377,,US,United States,Charleston,6252001,35.3115,-94.0337
27532,housepa01,1940,United States,Boise,,,,Pat,House,United States Boise,5586437,,US,United States,Boise,6252001,43.6349,-116.2023
27533,housepa02,1958,United States,Columbus,,,,Paul,Householder,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
27544,housetj01,1989,United States,Slidell,,,,T. J.,House,United States Slidell,4341727,,US,United States,Slidell,6252001,30.2726,-89.729
27546,houseto01,1947,United States,Seattle,,,,Tom,House,United States Seattle,5809844,,US,United States,Seattle,3077311,47.4902,-122.3004
27547,housiwa01,1965,United States,Hampton,,,,Wayne,Housie,United States Hampton,4113647,,US,United States,Hampton,6252001,33.5376,-92.5295
27560,houstty01,1971,United States,Las Vegas,,,,Tyler,Houston,United States Las Vegas,5475433,,US,United States,Las Vegas,6252001,35.5949,-105.2272
27562,houttar01,1927,United States,Detroit,2003,USA,Rochester Hills,Art,Houtteman,United States Detroit,4685987,,US,United States,Detroit,6252001,33.6627,-95.2385
27565,houtzle01,1875,United States,Connersville,1959,USA,St. Marys,Lefty,Houtz,United States Connersville,4256085,,US,United States,Connersville,6252001,39.6435,-85.1464
27566,hovlest01,1944,United States,Ventura,,,,Steve,Hovley,United States Ventura,5405878,,US,United States,Ventura,6252001,34.3308,-119.3584
27567,hovlied01,1891,United States,Cleveland,1955,USA,Painesville,Ed,Hovlik,United States Cleveland,4055815,,US,United States,Cleveland,6252001,33.9778,-86.5598
27581,howarbe01,1979,United States,Danville,,,,Ben,Howard,United States Danville,4190729,,US,United States,Danville,6252001,32.6057,-83.2454
27592,howarbr01,1943,United States,Salisbury,,,,Bruce,Howard,United States Salisbury,4368711,,US,United States,Salisbury,6252001,38.3523,-75.5386
27599,howarch01,1966,United States,San Diego,,,,Chris,Howard,United States San Diego,5391811,,US,United States,San Diego,6252001,32.7097,-117.1228
27600,howarch02,1965,United States,Lynn,,,,Chris,Howard,United States Lynn,4923096,,US,United States,Lynn,6252001,40.0519,-84.93
27602,howarda01,1889,United States,Washington,1956,USA,Dallas,Dave,Howard,United States Washington,4140963,,US,United States,Washington,6252001,38.9371,-76.9928
27621,howarda02,1967,United States,Sarasota,,,,David,Howard,United States Sarasota,4172131,,US,United States,Sarasota,6252001,27.3369,-82.5128
27623,howardo01,1948,United States,Salt Lake City,,,,Doug,Howard,United States Salt Lake City,5780993,,US,United States,Salt Lake City,6252001,40.7311,-111.8565
27624,howarea01,1893,United States,Everett,1937,USA,Everett,Earl,Howard,United States Everett,4936008,,US,United States,Everett,6252001,42.4112,-71.0514
27628,howarfr01,1936,United States,Columbus,,,,Frank,Howard,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
27639,howarfr02,1956,United States,Portland,,,,Fred,Howard,United States Portland,4650946,,US,United States,Portland,6252001,36.5673,-86.5059
27649,howarji01,1947,United States,Biloxi,,,,Jim,Howarth,United States Biloxi,4418478,,US,United States,Biloxi,6252001,30.4033,-88.9605
27650,howarla01,1945,United States,Columbus,,,,Larry,Howard,United States Columbus,4188985,,US,United States,Columbus,6252001,32.473,-84.9795
27661,howarle01,1923,United States,Staten Island,,,,Lee,Howard,United States Staten Island,5139568,,US,United States,Staten Island,6252001,40.5956,-74.0806
27662,howarma01,1967,United States,Fall River,,,,Matt,Howard,United States Fall River,4936159,,US,United States,Fall River,6252001,41.7166,-71.1431
27664,howarmi01,1958,United States,Seattle,,,,Mike,Howard,United States Seattle,5809844,,US,United States,Seattle,3077311,47.4902,-122.3004
27665,howarpa01,1884,United States,Boston,1968,USA,Miami,Paul,Howard,United States Boston,4285208,,US,United States,Boston,6252001,37.7408,-85.5948
27669,howarsa01,1993,United States,Marietta,,,,Sam,Howard,United States Marietta,4207783,,US,United States,Marietta,6252001,34.0414,-84.5053
27676,howarst01,1963,United States,Oakland,,,,Steve,Howard,United States Oakland,4166628,,US,United States,Oakland,6252001,28.5547,-81.6322
27687,howarth01,1964,United States,Middletown,,,,Thomas,Howard,United States Middletown,4143637,,US,United States,Middletown,6252001,39.4851,-75.6794
27698,howarwi01,1949,United States,Lowell,,,,Wilbur,Howard,United States Lowell,4119972,,US,United States,Lowell,6252001,36.2554,-94.1308
27705,howear01,1946,United States,Pittsburgh,,,,Art,Howe,United States Pittsburgh,5206379,,US,United States,Pittsburgh,6252001,40.4688,-80.0872
27706,howeca01,1924,United States,Rock Falls,2008,USA,Grand Rapids,Cal,Howe,United States Rock Falls,4873332,,US,United States,Rock Falls,6252001,43.2066,-93.0857
27708,howeldi01,1920,United States,Harold,1960,USA,Hollywood,Dixie,Howell,United States Harold,4294108,,US,United States,Harold,6252001,37.5368,-82.6332
27709,howeldi02,1920,United States,Louisville,1990,USA,Binghamton,Dixie,Howell,United States Louisville,4073771,,US,United States,Louisville,6252001,31.7943,-85.5581
27717,howele01,1895,United States,Brooklyn,1976,USA,Woodmere,Les,Howe,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
27723,howelha01,1876,United States,Brooklyn,1956,USA,Spokane,Harry,Howell,United States Brooklyn,4349594,,US,United States,Brooklyn,6252001,39.2259,-76.6153
27729,howelja01,1955,United States,Miami,,,,Jay,Howell,United States Miami,4164138,,US,United States,Miami,6252001,25.7806,-80.1826
